key_id_1,key_id_2,hausdorff_sim,haus_bin,country_code_1,country_code_2
6076089048760320,6359917097123840,13.312589812527852,2,RS,SA
6707449128026112,4981970876497920,15.180409409752714,2,BR,TH
4585608041201664,4865196520636416,14.963897522885134,2,RO,QA
4664439015997440,6446784475824128,14.200594201557912,2,FR,AT
6052415478431744,6394713043107840,16.40949285473261,3,RS,AR
4898683122352128,5600531605094400,16.695361211067258,3,RU,DE
5009114214170624,5153572238917632,16.734886100655288,3,IN,BR
4549719646797824,6588270106378240,15.887421279330049,3,GR,KW
6096092074606592,6710980295786496,15.772841167871453,3,GB,CA
5124918666592256,4999841950203904,16.63355401381512,3,PL,CA
5957870107492352,5069914329055232,15.965273979728789,3,AU,CA
5721678447378432,5265918160535552,15.598229858050269,3,UA,US
5587032145395712,5260646910263296,16.573302460303424,3,CZ,CA
5956928821788672,6380657745854464,16.93959176599382,3,TH,HU
5172206235549696,4987349081522176,15.474202198812078,3,US,IT
5891887900655616,4992639541706752,16.189967524951268,3,IT,GB
5774061210697728,6155797736194048,16.51832925028963,3,GB,US
5605618922553344,5896856527699968,15.700238571610969,3,KR,SE
5438041109823488,6536026514259968,16.835072895971567,3,IL,KW
6191961327271936,6013123620241408,16.94438798791849,3,MX,MY
5669595144781824,6379186602115072,16.28681880604168,3,FR,AU
6301163475435520,5721648500047872,16.67841769765729,3,FI,HU
5596833780858880,6263462688718848,16.664856247714376,3,BR,MX
5782590931861504,5063025037934592,15.584117015576247,3,CZ,DK
6482319755968512,5936371132792832,17.528127592223488,4,RU,AE
6488090531069952,6381123552673792,18.2772250404491,4,FI,CA
5522868001570816,6562821150081024,18.350960951100127,4,DE,US
6707802988871680,4596705901150208,18.11354605293491,4,MX,TW
6186086415990784,6422398167416832,18.402071617551144,4,IN,RU
5420561398235136,4961111835148288,17.2614091682366,4,HR,BR
5576672420036608,6273955830693888,18.29289841297728,4,HK,FR
5446952999190528,5215628891783168,17.458922028511836,4,DE,GR
5044329238233088,5418708937736192,18.35539736494758,4,SE,JP
5308722945458176,5225299547521024,18.118935352077212,4,CA,SE
4623896013701120,4842992093364224,18.076589128066818,4,FR,FI
6172824551030784,5034379040522240,17.88186235830677,4,TW,CA
5633343473319936,5212136043184128,17.047380386606005,4,DE,KR
5221402133135360,5067576184930304,17.119492652350527,4,NL,RU
6055708942401536,5776811164172288,17.36527223087554,4,BE,DZ
6253372095070208,5824588950798336,17.23221289755598,4,CA,CA
4665219169124352,6502535063928832,17.049122461766807,4,US,US
5915972017848320,5929882880049152,17.33616914742664,4,GB,PT
6566721034911744,5138225846812672,17.487286874672563,4,DE,LV
5457068049825792,4897577738698752,17.37065427571107,4,AR,VN
6696881876893696,5210894281736192,20.329725387584038,5,RO,AU
5775409662656512,6543962271645696,18.866272504973484,5,IT,SG
6086650960543744,6302836830765056,20.162531169234995,5,UA,US
6156192487309312,5777147077591040,20.32644538065496,5,AR,ID
4977868213846016,6596694403710976,18.546172535332552,5,IT,US
6349193486532608,5431998862589952,18.806468987541813,5,UA,BR
5327600685678592,5298531139059712,19.44555861014233,5,US,TR
5736655551987712,6217691792670720,19.867452832492653,5,GB,RU
5424251878244352,5848674959622144,19.417716540365404,5,CA,AE
5882740257849344,6686471715028992,20.128295532544804,5,US,AU
5857657296519168,4645518711980032,20.017404545751585,5,US,SK
5602624504070144,5415215606792192,20.169166459422478,5,TH,SG
5301207222452224,5511716878155776,20.061464004881536,5,KR,RU
6261283429023744,5226545343889408,19.16536067950004,5,FI,IN
5423877813436416,5899525145231360,18.68035022102303,5,CA,SI
6444430309457920,5861871951282176,20.257641493655512,5,CA,PL
6741307810643968,6366582114615296,18.907038105053065,5,FI,IT
6520940571656192,5865231890776064,19.002400565073437,5,RU,IT
4649598125604864,5858243697967104,19.373365653073385,5,FI,GB
6754895359115264,6386493884989440,20.319387226254495,5,US,PH
5080295546028032,5333741566164992,20.487080628965945,6,PH,GB
5373699358195712,5546112968556544,21.271104648394164,6,AU,SE
6010432085032960,5308148795572224,21.597733758934524,6,KR,DK
5032575825346560,4685880428068864,22.02780743317707,6,ID,AE
4803829491040256,5961262447984640,21.99601285652809,6,US,SE
4964683045928960,4761566291427328,21.31348550088726,6,FI,AU
4967804702818304,5062995149324288,22.179640791964484,6,US,GB
5820893466984448,6147845402918912,21.883513132743765,6,BE,RU
5297798092161024,5948326543360000,20.9917018684856,6,RU,BR
5715750083887104,5444601366183936,20.57973306114753,6,KR,PL
6731182844674048,4621892465983488,20.37365129228167,6,AE,VN
4957963653480448,6098298546946048,21.247801738723233,6,DE,BR
5698581040201728,4520532441563136,20.648375271527563,6,GB,CA
6059154881904640,6642442260447232,20.82943376712758,6,BG,ID
5404580726702080,6017799581335552,20.782614996493127,6,CZ,SE
5425611235393536,6390218661822464,21.09224122381948,6,ID,SA
6216023197876224,5299183722430464,20.502146836239056,6,DE,GB
4585155798761472,4736043230167040,22.092814424442437,6,SA,SA
4982650253082624,5252146884771840,21.989682877009102,6,HU,AU
4557237236269056,6021408297582592,20.74609708521279,6,FI,SE
5699313663475712,5351489029537792,23.59475027099168,7,ES,RU
5063159633149952,4506962693718016,24.094586098510177,7,PL,GB
4666789231329280,5855489495662592,22.20864790025019,7,US,US
4679223295868928,5545433109626880,23.482630210008136,7,AU,RU
5741363691782144,5432073785442304,23.94854707371229,7,GB,US
6397130371497984,6340962181709824,23.134074593805448,7,RO,RU
4775375068463104,5438882684338176,22.76293320053056,7,PL,PH
6742645927837696,6524969116762112,22.598918960823106,7,TH,RU
5760118471786496,5259943139606528,22.445078453134503,7,RU,US
6694688641777664,6736420490182656,23.93817666637993,7,US,SI
4616987613331456,5088359665893376,24.276617285657544,7,US,US
6222054003048448,5929874101370880,22.266422632767366,7,IL,IN
4598072120180736,5675830061563904,24.39970646956246,7,AU,BR
6527499875909632,6135258900594688,23.51145821034193,7,US,AU
5803067876311040,5278473323020288,22.964216817772133,7,UA,GB
6323936813907968,6015697832378368,23.96117752952024,7,SE,RS
6346095003172864,5425757767598080,23.43287218151873,7,HU,IT
4826729854009344,5637562372718592,23.968052531440453,7,PH,UA
5131267446145024,5297739288018944,23.61547539216912,7,IT,US
5215507546374144,5141138052743168,22.773967285628594,7,TH,FR
4801659559477248,5693223001391104,26.085783919464912,8,US,IT
5045395971375104,5747227211333632,26.599923720069995,8,US,US
5929747320143872,5499968997556224,27.15818134009353,8,PH,TH
5761469138337792,4858131517538304,26.670433828601332,8,DZ,IT
6361199501377536,4783818135306240,26.33608139802435,8,BA,PL
4941559902502912,5205665221967872,26.906963404391245,8,IT,FI
6727613328392192,6228043804704768,27.26584993131995,8,US,US
5249380007280640,5008198463389696,24.644732710613663,8,RU,NL
6480096443498496,5933223722876928,25.865577061375618,8,PT,GB
4885139798622208,5995191863345152,24.600443769951475,8,US,US
6699223091249152,5423694140669952,25.996891257559653,8,GB,ID
5488766464557056,5957162264166400,26.53113757615691,8,FR,PL
5448794634190848,6083373179076608,24.906830614021874,8,DE,CA
6371255676567552,6667362990292992,25.42916770935196,8,AU,BR
6222242541207552,6405371595849728,26.606024456226436,8,TH,PL
4564700413034496,5371021043433472,26.00568963167805,8,FR,SA
4891248500408320,5345833107062784,26.788856432180065,8,IT,BE
4503850067165184,5971688627896320,24.65827709279797,8,MX,AU
4852451477815296,5369266549293056,26.48369347959657,8,AU,RU
4960883396575232,6028207834791936,25.007060471492657,8,VN,DK
5213949211443200,5667088892952576,28.98078077162858,9,IT,HR
6301349211799552,5244958065819648,29.56910664100886,9,CA,ZA
4657467491352576,6238488494080000,27.557867767644378,9,FR,BR
5096881518542848,5211163400863744,29.88012612975336,9,DE,AE
5428862160732160,5267271763099648,34.134227374607484,9,GB,DE
5300792745525248,5407066791346176,31.1203190758208,9,NZ,SG
6692949247131648,5905259408916480,28.972423185487003,9,VN,IT
6704090195165184,5954828616335360,31.804148518448184,9,PT,GR
6508932988141568,5404436392312832,28.778515847311052,9,FI,TH
6292860397682688,6497275083751424,27.50448022511361,9,MX,HK
5800190919311360,6620342694969344,31.88493804757461,9,IN,CA
5350128577675264,5941778106548224,30.747729888233614,9,FR,CZ
4685886836965376,6194532049747968,28.00909969424238,9,PT,IE
5845283428630528,6305609181822976,28.569046591069743,9,UA,PH
6747212904136704,6284069669175296,29.53199803294707,9,GB,ID
5787061590163456,5442360316002304,31.971374801478213,9,GB,HR
6222660767842304,5386518493396992,28.157058295430055,9,SE,CA
4778318257717248,5096762903625728,28.245492771535897,9,PL,RU
4777610208870400,5066233420447744,29.228832548090093,9,DE,FR
5642597999575040,5330094350401536,30.50945355118077,9,MX,CZ
5992557458751488,6071868236759040,41.25473740587934,10,FR,SK
4735282991595520,5050955735236608,36.91427639572135,10,BR,FI
6410029756317696,5203027558400000,45.05457933899196,10,AT,ID
6220208337321984,5074423855972352,44.34779187629481,10,IT,NL
5271528075689984,4766367376998400,34.3179284029566,10,CA,TH
6230637360971776,5171795546079232,49.896704620239525,10,KZ,SK
5413968870899712,5527111584448512,38.355968125166164,10,CA,BR
5331374523285504,6420248217518080,51.3516839524152,10,DE,HU
4925869447446528,4735188749778944,41.870423572315104,10,BR,FI
6739468994215936,5542999821910016,34.35090686242557,10,SE,TH
5047579156938752,4574280937373696,74.42700159747172,10,GB,EE
5697853643030528,5514670406369280,49.59655329430877,10,AE,DE
6424642371715072,4904937857220608,34.20038739926296,10,RU,DE
6401464920440832,5363718760169472,35.049980246512796,10,US,HU
5030205456384000,5842865714364416,37.87248304217737,10,SE,HU
5920852153466880,4993266892144640,48.88597338241545,10,GB,SE
5831250294079488,6695022558707712,42.71639887396356,10,SK,SA
5491020215091200,4975771527413760,46.14010170220504,10,US,BA
4683830592012288,4894194529206272,43.79074195257833,10,DE,MX
4529906492899328,6189670285180928,41.70354107013261,10,LT,CH
