country_code_1,country_code_2,mean_ratio,country_name_1,country_name_2,cont_order_1,cont_order_2
AE,PK,1.0000250024896262,United Arab Emirates,Pakistan,3,3
AE,PL,0.9999431915235495,United Arab Emirates,Poland,3,4
AE,PT,1.0000399977336865,United Arab Emirates,Portugal,3,4
AE,QA,1.0000186858209408,United Arab Emirates,Qatar,3,3
AE,RO,1.0000347509157803,United Arab Emirates,Romania,3,4
AE,RS,1.0000299544316937,United Arab Emirates,Serbia,3,4
AE,RU,0.9999792345475951,United Arab Emirates,Russian Federation,3,4
AE,SA,0.9999100389559257,United Arab Emirates,Saudi Arabia,3,3
AE,SE,0.9999603722646792,United Arab Emirates,Sweden,3,4
AE,SG,0.9999806013748918,United Arab Emirates,Singapore,3,3
AE,SI,0.9998919610366962,United Arab Emirates,Slovenia,3,4
AE,SK,1.0000360081434791,United Arab Emirates,Slovakia,3,4
AE,TH,0.9999886482947407,United Arab Emirates,Thailand,3,3
AE,TR,0.9999701824958602,United Arab Emirates,Turkey,3,3
AE,TW,1.0000515996221793,United Arab Emirates,"Taiwan, Province of China",3,3
AE,UA,1.0000458277577897,United Arab Emirates,Ukraine,3,4
AE,US,0.9999775984416631,United Arab Emirates,United States of America,3,2
AE,VN,1.0000389321252368,United Arab Emirates,Viet Nam,3,3
AE,ZA,1.0000178532163047,United Arab Emirates,South Africa,3,1
AR,AE,1.0000325944163793,Argentina,United Arab Emirates,2,3
AR,AT,1.000076569092913,Argentina,Austria,2,4
AR,AU,0.9999959547871363,Argentina,Australia,2,5
AR,BA,1.0000805918151237,Argentina,Bosnia and Herzegovina,2,4
AR,BE,1.0000330015184988,Argentina,Belgium,2,4
AR,BG,1.0000799516568293,Argentina,Bulgaria,2,4
AR,BH,1.0000644806930963,Argentina,Bahrain,2,3
AR,BR,0.9999622206643178,Argentina,Brazil,2,2
AR,BY,1.0000677943277405,Argentina,Belarus,2,4
AR,CA,1.0000573155808177,Argentina,Canada,2,2
AR,CH,1.0000799164641625,Argentina,Switzerland,2,4
AR,CL,1.0000002721682015,Argentina,Chile,2,2
AR,CO,1.0000711120349794,Argentina,Colombia,2,2
AR,CZ,0.9997805571798093,Argentina,Czech Republic,2,4
AR,DE,1.0000760580442256,Argentina,Germany,2,4
AR,DK,1.0000758741271927,Argentina,Denmark,2,4
AR,DZ,1.000075065590764,Argentina,Algeria,2,1
AR,EE,0.9999265152873001,Argentina,Estonia,2,4
AR,EG,1.0000459018553762,Argentina,Egypt,2,1
AR,ES,1.0000438079107912,Argentina,Spain,2,4
AR,FI,0.9998826050058631,Argentina,Finland,2,4
AR,FR,1.0000225996464964,Argentina,France,2,4
AR,GB,0.9998383216356126,Argentina,United Kingdom of Great Britain and Northern Ireland,2,4
AR,GE,1.0000722032746903,Argentina,Georgia,2,3
AR,GR,1.000074700308113,Argentina,Greece,2,4
AR,HK,1.0000688549624672,Argentina,Hong Kong,2,3
AR,HR,0.9998553028046459,Argentina,Croatia,2,4
AR,HU,1.0000639384864938,Argentina,Hungary,2,4
AR,ID,1.000080720200044,Argentina,Indonesia,2,3
AR,IE,1.0000774484532942,Argentina,Ireland,2,4
AR,IL,1.0000701859620411,Argentina,Israel,2,3
AR,IN,1.000053037691639,Argentina,India,2,3
AR,IQ,1.0000411089584185,Argentina,Iraq,2,3
AR,IT,1.0000294845639883,Argentina,Italy,2,4
AR,JO,1.0000418377861942,Argentina,Jordan,2,3
AR,JP,1.000083054949607,Argentina,Japan,2,3
AR,KH,0.9999595370645221,Argentina,Cambodia,2,3
AR,KR,1.0000395969687181,Argentina,Republic of Korea,2,3
AR,KW,0.9999901465154242,Argentina,Kuwait,2,3
AR,KZ,1.0000532801231108,Argentina,Kazakhstan,2,3
AR,LT,1.0000727359165587,Argentina,Lithuania,2,4
AR,LV,1.0000500382161055,Argentina,Latvia,2,4
AR,MX,1.0000732747341066,Argentina,Mexico,2,2
AR,MY,1.0000687494579297,Argentina,Malaysia,2,3
AR,NL,1.0000794498478447,Argentina,Netherlands,2,4
AR,NO,1.0000823487011103,Argentina,Norway,2,4
AR,NZ,1.000077128824599,Argentina,New Zealand,2,5
AR,PE,1.000070595414906,Argentina,Peru,2,2
AR,PH,1.000072455945087,Argentina,Philippines,2,3
AR,PK,1.000056278433953,Argentina,Pakistan,2,3
AR,PL,0.9999761748889734,Argentina,Poland,2,4
AR,PT,1.0000746351988736,Argentina,Portugal,2,4
AR,QA,1.000049235439847,Argentina,Qatar,2,3
AR,RO,1.0000680428759061,Argentina,Romania,2,4
AR,RS,1.0000653088691156,Argentina,Serbia,2,4
AR,RU,1.0000091968735918,Argentina,Russian Federation,2,4
AR,SA,0.9999384882517881,Argentina,Saudi Arabia,2,3
AR,SE,0.9999925562424734,Argentina,Sweden,2,4
AR,SG,1.00001225391471,Argentina,Singapore,2,3
AR,SI,0.9999251924529392,Argentina,Slovenia,2,4
AR,SK,1.000070660978335,Argentina,Slovakia,2,4
AR,TH,1.00002060286159,Argentina,Thailand,2,3
AR,TR,0.9999993184722746,Argentina,Turkey,2,3
AR,TW,1.0000867862143872,Argentina,"Taiwan, Province of China",2,3
AR,UA,1.0000809081714637,Argentina,Ukraine,2,4
AR,US,1.0000081499307107,Argentina,United States of America,2,2
AR,VN,1.000072646252001,Argentina,Viet Nam,2,3
AR,ZA,1.0000491059592338,Argentina,South Africa,2,1
AT,AE,0.9999503799256738,Austria,United Arab Emirates,4,3
AT,AR,0.9999237716255784,Austria,Argentina,4,2
AT,AU,0.9999105898790287,Austria,Australia,4,5
AT,BA,1.0000052232136223,Austria,Bosnia and Herzegovina,4,4
AT,BE,0.9999529194767817,Austria,Belgium,4,4
AT,BG,1.0000043545708523,Austria,Bulgaria,4,4
AT,BH,0.9999865510667169,Austria,Bahrain,4,3
AT,BR,0.9998829679469934,Austria,Brazil,4,2
AT,BY,0.9999925038792465,Austria,Belarus,4,4
AT,CA,0.9999793164653503,Austria,Canada,4,2
AT,CH,1.0000060432992675,Austria,Switzerland,4,4
AT,CL,0.9999143410989381,Austria,Chile,4,2
AT,CO,0.9999922274922617,Austria,Colombia,4,2
AT,CZ,0.9996979276941987,Austria,Czech Republic,4,4
AT,DE,0.9999997775575382,Austria,Germany,4,4
AT,DK,0.9999997526379107,Austria,Denmark,4,4
AT,DZ,0.9999974046687997,Austria,Algeria,4,1
AT,EE,0.9998440557230779,Austria,Estonia,4,4
AT,EG,0.9999628613814987,Austria,Egypt,4,1
AT,ES,0.9999637818125257,Austria,Spain,4,4
AT,FI,0.9997934558425294,Austria,Finland,4,4
AT,FR,0.9999372979995172,Austria,France,4,4
AT,GB,0.999753756939653,Austria,United Kingdom of Great Britain and Northern Ireland,4,4
AT,GE,0.9999955036430708,Austria,Georgia,4,3
AT,GR,0.9999993811076666,Austria,Greece,4,4
AT,HK,0.9999913582234716,Austria,Hong Kong,4,3
AT,HR,0.9997700292783169,Austria,Croatia,4,4
AT,HU,0.9999878702327089,Austria,Hungary,4,4
AT,ID,1.0000055396538938,Austria,Indonesia,4,3
AT,IE,1.0000027974141192,Austria,Ireland,4,4
AT,IL,0.9999918616398782,Austria,Israel,4,3
AT,IN,0.999970095215098,Austria,India,4,3
AT,IQ,0.9999589734371548,Austria,Iraq,4,3
AT,IT,0.9999466187657702,Austria,Italy,4,4
AT,JO,0.9999597417836313,Austria,Jordan,4,3
AT,JP,1.0000086140962263,Austria,Japan,4,3
AT,KH,0.9998738398762198,Austria,Cambodia,4,3
AT,KR,0.999960893334254,Austria,Republic of Korea,4,3
AT,KW,0.9999037123192943,Austria,Kuwait,4,3
AT,KZ,0.9999742975876094,Austria,Kazakhstan,4,3
AT,LT,0.999994607475743,Austria,Lithuania,4,4
AT,LV,0.9999722345348886,Austria,Latvia,4,4
AT,MX,0.9999956298378815,Austria,Mexico,4,2
AT,MY,0.9999917955508808,Austria,Malaysia,4,3
AT,NL,1.0000029685177243,Austria,Netherlands,4,4
AT,NO,1.0000084361183146,Austria,Norway,4,4
AT,NZ,0.9999980706494418,Austria,New Zealand,4,5
AT,PE,0.9999910853707745,Austria,Peru,4,2
AT,PH,0.9999935174321977,Austria,Philippines,4,3
AT,PK,0.9999750820551092,Austria,Pakistan,4,3
AT,PL,0.9998974985782093,Austria,Poland,4,4
AT,PT,0.9999978072243269,Austria,Portugal,4,4
AT,QA,0.9999683033495949,Austria,Qatar,4,3
AT,RO,0.9999902867359888,Austria,Romania,4,4
AT,RS,0.9999888057379416,Austria,Serbia,4,4
AT,RU,0.9999259837386493,Austria,Russian Federation,4,4
AT,SA,0.9998496002970275,Austria,Saudi Arabia,4,3
AT,SE,0.9999097344204576,Austria,Sweden,4,4
AT,SG,0.9999314805166882,Austria,Singapore,4,3
AT,SI,0.9998465229771277,Austria,Slovenia,4,4
AT,SK,0.9999942800279982,Austria,Slovakia,4,4
AT,TH,0.9999386261124075,Austria,Thailand,4,3
AT,TR,0.9999161152655324,Austria,Turkey,4,3
AT,TW,1.0000103883725158,Austria,"Taiwan, Province of China",4,3
AT,UA,1.0000051508572874,Austria,Ukraine,4,4
AT,US,0.9999230170705105,Austria,United States of America,4,2
AT,VN,0.9999941706828036,Austria,Viet Nam,4,3
AT,ZA,0.9999673465623732,Austria,South Africa,4,1
AU,AE,1.0000365291102078,Australia,United Arab Emirates,5,3
AU,AR,1.0000031980264514,Australia,Argentina,5,2
AU,AT,1.0000706428351076,Australia,Austria,5,4
AU,BA,1.0000737230463765,Australia,Bosnia and Herzegovina,5,4
AU,BE,1.0000306106140913,Australia,Belgium,5,4
AU,BG,1.0000727997922896,Australia,Bulgaria,5,4
AU,BH,1.0000613885360203,Australia,Bahrain,5,3
AU,BR,0.9999611606442582,Australia,Brazil,5,2
AU,BY,1.00006048219504,Australia,Belarus,5,4
AU,CA,1.0000549725200043,Australia,Canada,5,2
AU,CH,1.0000711626346952,Australia,Switzerland,5,4
AU,CL,1.0000066559201055,Australia,Chile,5,2
AU,CO,1.0000690712548972,Australia,Colombia,5,2
AU,CZ,0.9997853652730148,Australia,Czech Republic,5,4
AU,DE,1.0000700950694548,Australia,Germany,5,4
AU,DK,1.0000712057404453,Australia,Denmark,5,4
AU,DZ,1.000070945178803,Australia,Algeria,5,1
AU,EE,0.9999294982502344,Australia,Estonia,5,4
AU,EG,1.0000481217806303,Australia,Egypt,5,1
AU,ES,1.0000428399489867,Australia,Spain,5,4
AU,FI,0.9998910361251265,Australia,Finland,5,4
AU,FR,1.000027176637105,Australia,France,5,4
AU,GB,0.9998460533308516,Australia,United Kingdom of Great Britain and Northern Ireland,5,4
AU,GE,1.0000680554887917,Australia,Georgia,5,3
AU,GR,1.0000679762523064,Australia,Greece,5,4
AU,HK,1.0000654357541086,Australia,Hong Kong,5,3
AU,HR,0.9998611658696358,Australia,Croatia,5,4
AU,HU,1.000056813994167,Australia,Hungary,5,4
AU,ID,1.0000745440159524,Australia,Indonesia,5,3
AU,IE,1.0000687789703928,Australia,Ireland,5,4
AU,IL,1.000066124936278,Australia,Israel,5,3
AU,IN,1.000058873136955,Australia,India,5,3
AU,IQ,1.0000424696315071,Australia,Iraq,5,3
AU,IT,1.0000321180901472,Australia,Italy,5,4
AU,JO,1.0000446069356608,Australia,Jordan,5,3
AU,JP,1.0000751702776849,Australia,Japan,5,3
AU,KH,0.9999653941335854,Australia,Cambodia,5,3
AU,KR,1.0000389725979637,Australia,Republic of Korea,5,3
AU,KW,0.9999959320963115,Australia,Kuwait,5,3
AU,KZ,1.0000517402544478,Australia,Kazakhstan,5,3
AU,LT,1.0000695904952914,Australia,Lithuania,5,4
AU,LV,1.0000466425702057,Australia,Latvia,5,4
AU,MX,1.000068831098177,Australia,Mexico,5,2
AU,MY,1.0000648205612575,Australia,Malaysia,5,3
AU,NL,1.0000731360946737,Australia,Netherlands,5,4
AU,NO,1.0000727943869547,Australia,Norway,5,4
AU,NZ,1.00007531400385,Australia,New Zealand,5,5
AU,PE,1.000069657028766,Australia,Peru,5,2
AU,PH,1.0000700836175846,Australia,Philippines,5,3
AU,PK,1.0000577649641051,Australia,Pakistan,5,3
AU,PL,0.9999740619489804,Australia,Poland,5,4
AU,PT,1.0000697197912989,Australia,Portugal,5,4
AU,QA,1.0000512494181548,Australia,Qatar,5,3
AU,RO,1.0000652294730248,Australia,Romania,5,4
AU,RS,1.0000591339793181,Australia,Serbia,5,4
AU,RU,1.0000138473945408,Australia,Russian Federation,5,4
AU,SA,0.9999482095449785,Australia,Saudi Arabia,5,3
AU,SE,0.99999406111237,Australia,Sweden,5,4
AU,SG,1.0000132623701072,Australia,Singapore,5,3
AU,SI,0.9999233221291796,Australia,Slovenia,5,4
AU,SK,1.0000650029384106,Australia,Slovakia,5,4
AU,TH,1.0000216529109407,Australia,Thailand,5,3
AU,TR,1.0000041897547605,Australia,Turkey,5,3
AU,TW,1.0000803116057035,Australia,"Taiwan, Province of China",5,3
AU,UA,1.0000742768986903,Australia,Ukraine,5,4
AU,US,1.000012220422631,Australia,United States of America,5,2
AU,VN,1.000069342208254,Australia,Viet Nam,5,3
AU,ZA,1.0000513022542956,Australia,South Africa,5,1
BA,AE,0.9999426028290419,Bosnia and Herzegovina,United Arab Emirates,4,3
BA,AR,0.9999166090021362,Bosnia and Herzegovina,Argentina,4,2
BA,AT,0.9999940334858397,Bosnia and Herzegovina,Austria,4,4
BA,AU,0.9999024832045086,Bosnia and Herzegovina,Australia,4,5
BA,BE,0.999946781909726,Bosnia and Herzegovina,Belgium,4,4
BA,BG,0.9999995198616233,Bosnia and Herzegovina,Bulgaria,4,4
BA,BH,0.9999806699669144,Bosnia and Herzegovina,Bahrain,4,3
BA,BR,0.9998754709202009,Bosnia and Herzegovina,Brazil,4,2
BA,BY,0.9999867219054749,Bosnia and Herzegovina,Belarus,4,4
BA,CA,0.9999733992160049,Bosnia and Herzegovina,Canada,4,2
BA,CH,1.0000007961941615,Bosnia and Herzegovina,Switzerland,4,4
BA,CL,0.999906362978989,Bosnia and Herzegovina,Chile,4,2
BA,CO,0.9999846483117374,Bosnia and Herzegovina,Colombia,4,2
BA,CZ,0.9996882762052274,Bosnia and Herzegovina,Czech Republic,4,4
BA,DE,0.9999933983626141,Bosnia and Herzegovina,Germany,4,4
BA,DK,0.9999937605273976,Bosnia and Herzegovina,Denmark,4,4
BA,DZ,0.9999905052236324,Bosnia and Herzegovina,Algeria,4,1
BA,EE,0.9998362161736212,Bosnia and Herzegovina,Estonia,4,4
BA,EG,0.9999538143220297,Bosnia and Herzegovina,Egypt,4,1
BA,ES,0.9999561322407454,Bosnia and Herzegovina,Spain,4,4
BA,FI,0.9997819126779519,Bosnia and Herzegovina,Finland,4,4
BA,FR,0.9999276108630665,Bosnia and Herzegovina,France,4,4
BA,GB,0.9997441143019556,Bosnia and Herzegovina,United Kingdom of Great Britain and Northern Ireland,4,4
BA,GE,0.999991244524409,Bosnia and Herzegovina,Georgia,4,3
BA,GR,0.9999928830223179,Bosnia and Herzegovina,Greece,4,4
BA,HK,0.9999845152260542,Bosnia and Herzegovina,Hong Kong,4,3
BA,HR,0.999761245205518,Bosnia and Herzegovina,Croatia,4,4
BA,HU,0.9999819981463319,Bosnia and Herzegovina,Hungary,4,4
BA,ID,0.9999988296741068,Bosnia and Herzegovina,Indonesia,4,3
BA,IE,0.9999982722335318,Bosnia and Herzegovina,Ireland,4,4
BA,IL,0.9999860535590155,Bosnia and Herzegovina,Israel,4,3
BA,IN,0.9999621730559612,Bosnia and Herzegovina,India,4,3
BA,IQ,0.9999492562609409,Bosnia and Herzegovina,Iraq,4,3
BA,IT,0.9999393299832297,Bosnia and Herzegovina,Italy,4,4
BA,JO,0.9999510819395532,Bosnia and Herzegovina,Jordan,4,3
BA,JP,1.0000014753829396,Bosnia and Herzegovina,Japan,4,3
BA,KH,0.9998639170809926,Bosnia and Herzegovina,Cambodia,4,3
BA,KR,0.9999519845946703,Bosnia and Herzegovina,Republic of Korea,4,3
BA,KW,0.9998945909702854,Bosnia and Herzegovina,Kuwait,4,3
BA,KZ,0.9999668023430409,Bosnia and Herzegovina,Kazakhstan,4,3
BA,LT,0.9999884213302842,Bosnia and Herzegovina,Lithuania,4,4
BA,LV,0.9999661555855346,Bosnia and Herzegovina,Latvia,4,4
BA,MX,0.9999902968580882,Bosnia and Herzegovina,Mexico,4,2
BA,MY,0.9999850505582488,Bosnia and Herzegovina,Malaysia,4,3
BA,NL,0.9999983699930096,Bosnia and Herzegovina,Netherlands,4,4
BA,NO,1.0000034622040426,Bosnia and Herzegovina,Norway,4,4
BA,NZ,0.9999926582486679,Bosnia and Herzegovina,New Zealand,4,5
BA,PE,0.9999838458835867,Bosnia and Herzegovina,Peru,4,2
BA,PH,0.9999874508452344,Bosnia and Herzegovina,Philippines,4,3
BA,PK,0.9999676735828609,Bosnia and Herzegovina,Pakistan,4,3
BA,PL,0.9998897149401744,Bosnia and Herzegovina,Poland,4,4
BA,PT,0.9999924404618721,Bosnia and Herzegovina,Portugal,4,4
BA,QA,0.9999601958842105,Bosnia and Herzegovina,Qatar,4,3
BA,RO,0.9999845350247061,Bosnia and Herzegovina,Romania,4,4
BA,RS,0.9999824493708589,Bosnia and Herzegovina,Serbia,4,4
BA,RU,0.9999179630081001,Bosnia and Herzegovina,Russian Federation,4,4
BA,SA,0.9998380088775828,Bosnia and Herzegovina,Saudi Arabia,4,3
BA,SE,0.9999023162611065,Bosnia and Herzegovina,Sweden,4,4
BA,SG,0.9999227844389762,Bosnia and Herzegovina,Singapore,4,3
BA,SI,0.9998385895421654,Bosnia and Herzegovina,Slovenia,4,4
BA,SK,0.9999875739194409,Bosnia and Herzegovina,Slovakia,4,4
BA,TH,0.9999312836138404,Bosnia and Herzegovina,Thailand,4,3
BA,TR,0.9999056467282914,Bosnia and Herzegovina,Turkey,4,3
BA,TW,1.0000030802708184,Bosnia and Herzegovina,"Taiwan, Province of China",4,3
BA,UA,0.9999987141529367,Bosnia and Herzegovina,Ukraine,4,4
BA,US,0.9999152987450691,Bosnia and Herzegovina,United States of America,4,2
BA,VN,0.9999878747607692,Bosnia and Herzegovina,Viet Nam,4,3
BA,ZA,0.9999594202257793,Bosnia and Herzegovina,South Africa,4,1
BE,AE,1.0000016887644492,Belgium,United Arab Emirates,4,3
BE,AR,0.999974153164662,Belgium,Argentina,4,2
BE,AT,1.0000468700550003,Belgium,Austria,4,4
BE,AU,0.9999645148288608,Belgium,Australia,4,5
BE,BA,1.000051920163358,Belgium,Bosnia and Herzegovina,4,4
BE,BG,1.000050766023925,Belgium,Bulgaria,4,4
BE,BH,1.0000349712656205,Belgium,Bahrain,4,3
BE,BR,0.9999319106149996,Belgium,Brazil,4,2
BE,BY,1.0000386940457564,Belgium,Belarus,4,4
BE,CA,1.0000279431201917,Belgium,Canada,4,2
BE,CH,1.000051002032212,Belgium,Switzerland,4,4
BE,CL,0.9999687817218963,Belgium,Chile,4,2
BE,CO,1.0000407187550218,Belgium,Colombia,4,2
BE,CZ,0.9997488493984663,Belgium,Czech Republic,4,4
BE,DE,1.00004626193396,Belgium,Germany,4,4
BE,DK,1.0000465462899553,Belgium,Denmark,4,4
BE,DZ,1.00004513805016,Belgium,Algeria,4,1
BE,EE,0.9998955288849333,Belgium,Estonia,4,4
BE,EG,1.0000140665447086,Belgium,Egypt,4,1
BE,ES,1.0000131101277017,Belgium,Spain,4,4
BE,FI,0.9998491311074,Belgium,Finland,4,4
BE,FR,0.9999905026940787,Belgium,France,4,4
BE,GB,0.9998067545942441,Belgium,United Kingdom of Great Britain and Northern Ireland,4,4
BE,GE,1.0000432566304152,Belgium,Georgia,4,3
BE,GR,1.000045084230661,Belgium,Greece,4,4
BE,HK,1.0000394122982836,Belgium,Hong Kong,4,3
BE,HR,0.9998230598550608,Belgium,Croatia,4,4
BE,HU,1.0000345152189272,Belgium,Hungary,4,4
BE,ID,1.0000513220199123,Belgium,Indonesia,4,3
BE,IE,1.0000495303769306,Belgium,Ireland,4,4
BE,IL,1.000040655957627,Belgium,Israel,4,3
BE,IN,1.000022242878364,Belgium,India,4,3
BE,IQ,1.0000093977000084,Belgium,Iraq,4,3
BE,IT,0.9999987354246294,Belgium,Italy,4,4
BE,JO,1.000010395186102,Belgium,Jordan,4,3
BE,JP,1.0000538756328903,Belgium,Japan,4,3
BE,KH,0.9999274005815177,Belgium,Cambodia,4,3
BE,KR,1.0000089363257685,Belgium,Republic of Korea,4,3
BE,KW,0.9999583275758495,Belgium,Kuwait,4,3
BE,KZ,1.000023026441688,Belgium,Kazakhstan,4,3
BE,LT,1.000042882175191,Belgium,Lithuania,4,4
BE,LV,1.0000205865176104,Belgium,Latvia,4,4
BE,MX,1.0000441577648296,Belgium,Mexico,4,2
BE,MY,1.0000393847160947,Belgium,Malaysia,4,3
BE,NL,1.0000508898442044,Belgium,Netherlands,4,4
BE,NO,1.0000536620369047,Belgium,Norway,4,4
BE,NZ,1.0000477813813264,Belgium,New Zealand,4,5
BE,PE,1.0000401934906757,Belgium,Peru,4,2
BE,PH,1.0000428866288673,Belgium,Philippines,4,3
BE,PK,1.0000258712765393,Belgium,Pakistan,4,3
BE,PL,0.9999454804063161,Belgium,Poland,4,4
BE,PT,1.0000454760111672,Belgium,Portugal,4,4
BE,QA,1.0000184197239168,Belgium,Qatar,4,3
BE,RO,1.0000384860556453,Belgium,Romania,4,4
BE,RS,1.0000354830817197,Belgium,Serbia,4,4
BE,RU,0.999978041682267,Belgium,Russian Federation,4,4
BE,SA,0.9999053310985214,Belgium,Saudi Arabia,4,3
BE,SE,0.9999618238710484,Belgium,Sweden,4,4
BE,SG,0.9999817005273562,Belgium,Singapore,4,3
BE,SI,0.9998946696195676,Belgium,Slovenia,4,4
BE,SK,1.0000409062736646,Belgium,Slovakia,4,4
BE,TH,0.9999902589599632,Belgium,Thailand,4,3
BE,TR,0.9999669858418786,Belgium,Turkey,4,3
BE,TW,1.0000569514047657,Belgium,"Taiwan, Province of China",4,3
BE,UA,1.0000514665282447,Belgium,Ukraine,4,4
BE,US,0.999976703212174,Belgium,United States of America,4,2
BE,VN,1.000042755361276,Belgium,Viet Nam,4,3
BE,ZA,1.0000183301583383,Belgium,South Africa,4,1
BG,AE,0.9999441819778787,Bulgaria,United Arab Emirates,4,3
BG,AR,0.9999184754934491,Bulgaria,Argentina,4,2
BG,AT,0.9999956726399479,Bulgaria,Austria,4,4
BG,AU,0.9999040674154972,Bulgaria,Australia,4,5
BG,BA,1.0000020276560764,Bulgaria,Bosnia and Herzegovina,4,4
BG,BE,0.9999481352223724,Bulgaria,Belgium,4,4
BG,BH,0.9999816601339789,Bulgaria,Bahrain,4,3
BG,BR,0.9998768851070617,Bulgaria,Brazil,4,2
BG,BY,0.9999882054542567,Bulgaria,Belarus,4,4
BG,CA,0.9999744238965468,Bulgaria,Canada,4,2
BG,CH,1.000002309195264,Bulgaria,Switzerland,4,4
BG,CL,0.99990809891386,Bulgaria,Chile,4,2
BG,CO,0.999986058177721,Bulgaria,Colombia,4,2
BG,CZ,0.9996901142314766,Bulgaria,Czech Republic,4,4
BG,DE,0.9999950965318887,Bulgaria,Germany,4,4
BG,DK,0.9999950595531428,Bulgaria,Denmark,4,4
BG,DZ,0.9999919821169851,Bulgaria,Algeria,4,1
BG,EE,0.9998380130878164,Bulgaria,Estonia,4,4
BG,EG,0.9999561835317238,Bulgaria,Egypt,4,1
BG,ES,0.9999579070419737,Bulgaria,Spain,4,4
BG,FI,0.9997844460196409,Bulgaria,Finland,4,4
BG,FR,0.9999296195787152,Bulgaria,France,4,4
BG,GB,0.9997457511367995,Bulgaria,United Kingdom of Great Britain and Northern Ireland,4,4
BG,GE,0.9999924197850647,Bulgaria,Georgia,4,3
BG,GR,0.999994510909561,Bulgaria,Greece,4,4
BG,HK,0.9999857682638335,Bulgaria,Hong Kong,4,3
BG,HR,0.9997633167251861,Bulgaria,Croatia,4,4
BG,HU,0.9999834418730728,Bulgaria,Hungary,4,4
BG,ID,1.0000002496146563,Bulgaria,Indonesia,4,3
BG,IE,0.9999990668673541,Bulgaria,Ireland,4,4
BG,IL,0.9999874963056784,Bulgaria,Israel,4,3
BG,IN,0.999963235642474,Bulgaria,India,4,3
BG,IQ,0.9999515111649255,Bulgaria,Iraq,4,3
BG,IT,0.9999408682142995,Bulgaria,Italy,4,4
BG,JO,0.9999527911901164,Bulgaria,Jordan,4,3
BG,JP,1.000002720149072,Bulgaria,Japan,4,3
