centroid_dist_meters,wals_euclidean_dist,asjp_dist,all_codes
10867916.099099535,143.3610265111319,0.8321298029776233,ARCA
11526838.457222167,160.22523713848832,0.8289203886957297,ARCH
796511.6007234154,0,0,ARCL
4312837.5559044685,0,0,ARCO
12127195.237183845,NA,0.8037799768208969,ARCZ
11960189.473338474,160.22523713848832,0.8289203886957297,ARDE
12203034.106465332,216.47887685876148,0.8176874387091022,ARDK
9868925.979420103,166.39748513958506,NA,ARDZ
13207069.259923017,NA,0.8659178033342247,AREE
11998235.083611906,166.39748513958506,NA,AREG
10286092.054284055,0,0,ARES
13377498.61197661,154.97591079724694,0.8430953017740929,ARFI
11095457.530608932,NA,0.7491307836319872,ARFR
11360045.292548204,143.3610265111319,0.8321298029776233,ARGB
12008772.323113926,NA,0.839083533921726,ARGR
NA,143.3610265111319,0.8321298029776233,ARHK
11895633.609983446,NA,0.8178657395025407,ARHR
12298487.269307569,181.00843385821494,0.9013105108317732,ARHU
15675698.650958577,206.9324774269126,0.8756351965766247,ARID
11092764.676934043,143.3610265111319,0.8321298029776233,ARIE
12641440.43969787,165.19721308030353,NA,ARIL
15898042.767995698,152.6597149451405,0.8285637871088526,ARIN
13502273.589325415,166.39748513958506,NA,ARIQ
11575723.462205414,145.24048083861365,0.5058393509851119,ARIT
12723046.782392943,166.39748513958506,NA,ARJO
18023383.396867324,174.24530966307245,0.8730498350717661,ARJP
17448487.689592857,161.9479815256586,0.8775073549077294,ARKH
18943950.151434675,165.30953271805566,0.910314700900419,ARKR
13677852.671771046,166.39748513958506,NA,ARKW
15794334.819829945,160.01571900764947,0.9077293393955602,ARKZ
12977382.759269336,159.98652967384533,0.842471248997058,ARLT
13075365.715943899,179.95096285250608,NA,ARLV
9598913.13571708,166.39748513958506,NA,ARMA
12162891.031209396,159.75778112156726,0.8312382990104306,ARMK
7512825.753390903,0,0,ARMX
16512131.650292825,NA,NA,ARMY
11755585.036909036,NA,0.8307925470268342,ARNL
12549518.537124932,164.44050145199418,0.81189266292235,ARNO
9714449.520967843,143.3610265111319,0.8321298029776233,ARNZ
14115302.740010105,166.39748513958506,NA,AROM
2938942.611978674,0,0,ARPE
17622267.00064409,143.3610265111319,0.8321298029776233,ARPH
15708150.276378613,160.2820044053088,0.8003922617455648,ARPK
12555333.312504925,157.4384967574179,0.8116252117321923,ARPL
10005816.105747156,148.58768454288068,0.6058660961041276,ARPT
13809292.246469116,166.39748513958506,NA,ARQA
12589276.083297933,160.77267938529846,0.6571275742177052,ARRO
12207525.308640959,NA,0.8178657395025407,ARRS
16917693.121072605,114.37460238137807,0.8611928323081037,ARRU
13218871.597754918,166.39748513958506,NA,ARSA
12779626.915762179,154.97591079724694,0.8430953017740929,ARSE
16189052.919569299,143.3610265111319,0.8321298029776233,ARSG
11936662.924954262,159.87777932268634,0.8084157974502987,ARSI
12353299.651945619,NA,0.8118035125256308,ARSK
17380807.275326755,194.20987149930346,0.8541499509672819,ARTH
13010720.269627301,161.22674296390534,0.8764375501470981,ARTR
18823014.7824595,190.07812831305262,0.8645805473834359,ARTW
13203865.864156604,159.31651701347855,0.8104662565748417,ARUA
8954777.924575156,143.3610265111319,0.8321298029776233,ARUS
17890502.635533094,182.38598249308777,0.882767228314166,ARVN
8211357.4301817035,143.3610265111319,0.8321298029776233,ARZA
4426339.855336516,26.158017745560464,NA,AEAT
11881878.71896573,160.22523713848832,0.8289203886957297,ARAT
0,0,0,ATAT
14392229.709835364,150.1034955562486,0.6117500222875992,ATAU
489548.5037812242,NA,0.8200053490238032,ATBA
783305.8646434498,NA,0.5153784434340732,ATBE
1033471.4621679276,100.25135732772104,0.8210751537844343,ATBG
4021209.674713404,26.158017745560464,NA,ATBH
9259646.853687864,67.16845004095326,0.8338236605152893,ATBR
1217956.5236870158,130.37005612932754,0.810555406971561,ATBY
6496382.6283984585,150.1034955562486,0.6117500222875992,ATCA
405261.7167186355,0,0,ATCH
12027087.586957201,160.22523713848832,0.8289203886957297,ATCL
9339490.029515069,160.22523713848832,0.8289203886957297,ATCO
295719.93371485936,NA,0.8283854863154141,ATCZ
507091.80970704334,0,0,ATDE
991539.8962413997,100.3247057541851,0.6068467504680395,ATDK
2331962.573024887,26.158017745560464,NA,ATDZ
1543915.7168685626,NA,0.8632432914326469,ATEE
2690845.9052090687,26.158017745560464,NA,ATEG
1611689.265562352,160.22523713848832,0.8289203886957297,ATES
2009886.2587604236,80.72117929905873,0.5778728715342782,ATFI
877586.0979745368,NA,0.8534367477935277,ATFR
1424932.8714307158,150.1034955562486,0.6117500222875992,ATGB
1162792.5796185392,NA,0.8625300882588928,ATGR
NA,150.1034955562486,0.6117500222875992,ATHK
293216.4079352873,NA,0.8200053490238032,ATHR
505757.17778564815,169.5971123368889,0.8875813497370063,ATHU
11681306.84946956,138.87528931623697,0.8983685477400374,ATID
1638955.2856039815,150.1034955562486,0.6117500222875992,ATIE
2533229.0893276813,101.87597425797114,NA,ATIL
6425817.071518934,121.04028125031165,0.8378354283676562,ATIN
3028376.720386816,26.158017745560464,NA,ATIQ
502473.77024181036,105.33957286180707,0.769902826067576,ATIT
2652364.4524464663,26.158017745560464,NA,ATJO
9249395.809126057,147.12929960526483,0.8882945529107604,ATJP
9082902.7822458,89.44574491044715,0.8711776767406615,ATKH
8597896.890443478,135.20870887329363,0.9332263528572703,ATKR
3554436.073607283,26.158017745560464,NA,ATKW
4010834.748073441,25.342422092968192,0.8846393866452706,ATKZ
1210869.5229153032,62.66510596697005,0.8323972541677811,ATLT
1334976.2548967428,104.142004289147,NA,ATLV
2308154.6047141007,26.158017745560464,NA,ATMA
919322.2531986114,11.360185653732751,0.7929036284211465,ATMK
9888819.739968756,160.22523713848832,0.8289203886957297,ATMX
10502622.771601481,NA,NA,ATMY
790543.3894086829,NA,0.5153784434340732,ATNL
1646191.455534113,55.2410714909589,0.677543015066417,ATNO
18401144.319715798,150.1034955562486,0.6117500222875992,ATNZ
4880960.882641884,26.158017745560464,NA,ATOM
10785460.885184908,160.22523713848832,0.8289203886957297,ATPE
10311920.628332807,150.1034955562486,0.6117500222875992,ATPH
5160290.527664722,34.03496717388132,0.838102879557814,ATPK
706950.6889366892,59.552392496756084,0.8603013283409111,ATPL
1924219.4689821661,67.16845004095326,0.8338236605152893,ATPT
4113463.878988151,26.158017745560464,NA,ATQA
902624.0188464422,20.134196413550395,0.786039047873763,ATRO
701936.9783844529,NA,0.8200053490238032,ATRS
5450930.948780789,145.1532214353731,0.8254435232236783,ATRU
3733201.5839480953,26.158017745560464,NA,ATSA
1636073.2289421102,80.72117929905873,0.5778728715342782,ATSE
9942092.651966656,150.1034955562486,0.6117500222875992,ATSG
184564.02608329713,10.048490232166595,0.800124810555407,ATSI
482560.51329021493,NA,0.8339128109120086,ATSK
8549173.347240852,136.4400590060447,0.8603013283409111,ATTH
1969370.596765151,116.94910755988381,0.8769724525274137,ATTR
9308153.728538832,123.89013320546847,0.9194971917625033,ATTW
1394678.6684372183,35.47989623890871,0.8416688954265846,ATUA
8230481.042202774,150.1034955562486,0.6117500222875992,ATUS
9034776.234559737,135.80912206980526,0.8467504680395828,ATVN
8701939.362395316,150.1034955562486,0.6117500222875992,ATZA
10289101.603344126,156.59282004870923,NA,AEAU
13169201.001919484,143.3610265111319,0.8321298029776233,ARAU
14392229.709835364,150.1034955562486,0.6117500222875992,ATAU
0,0,0,AUAU
14054060.36260236,NA,0.7687438709102256,AUBA
14992917.632273003,NA,0.5849157528751002,AUBE
13468829.719410546,143.1037256022776,0.7995899081750913,AUBG
10703737.760017518,156.59282004870923,NA,AUBH
15992993.250886671,142.1286442918744,0.8577159668360523,AUBR
13336164.551999165,194.1888537781997,0.8062761879290362,AUBY
14541710.924190732,0,0,AUCA
14797362.078936048,150.1034955562486,0.6117500222875992,AUCH
13315274.450769745,143.3610265111319,0.8321298029776233,AUCL
16321657.379332969,143.3610265111319,0.8321298029776233,AUCO
14246370.713373277,NA,0.8008380137291611,AUCZ
14534386.265388748,150.1034955562486,0.6117500222875992,AUDE
14457125.471178694,208.1559704949568,0.5957921012748506,AUDK
15274260.34311812,156.59282004870923,NA,AUDZ
13463604.410844943,NA,0.9048765267005437,AUEE
12649505.526675351,156.59282004870923,NA,AUEG
15886913.161573766,143.3610265111319,0.8321298029776233,AUES
13426266.786084434,139.79488230792103,0.5828652937505572,AUFI
15269701.68580345,NA,0.8161718819648747,AUFR
15369769.582945516,0,0,AUGB
13665929.856382502,NA,0.85557635731479,AUGR
NA,0,0,AUHK
14238349.196714062,NA,0.7687438709102256,AUHR
13889491.421299927,196.02334345368018,0.8892752072746724,AUHU
2743169.6023220522,178.79355121436967,0.8754568957831862,AUID
15655379.049808748,0,0,AUIE
12356163.881028369,155.84136779784353,NA,AUIL
8030119.185420095,142.65460625566817,0.8573593652491753,AUIN
11587207.211329458,156.59282004870923,NA,AUIQ
14458004.433030665,130.6380977293918,0.8045823303913703,AUIT
12225956.942682061,156.59282004870923,NA,AUJO
6797814.447949647,158.12058072706304,0.8913256663992155,AUJP
5338442.016648092,171.81279788157724,0.8977444949630026,AUKH
6946456.875312087,151.05295046335434,0.8822323259338504,AUKR
11110022.115368681,156.59282004870923,NA,AUKW
10511075.477474589,150.84742633205883,0.8834804314879201,AUKZ
13596545.72079226,156.59440164317573,0.8518320406525809,AULT
13531032.52897341,147.3391846908438,NA,AULV
16070470.061204813,156.59282004870923,NA,AUMA
13700556.769755302,149.73802994724304,0.8036016760274584,AUMK
14280031.832352873,143.3610265111319,0.8321298029776233,AUMX
3907999.522136072,NA,NA,AUMY
14826163.87952234,NA,0.5849157528751002,AUNL
14261343.883243727,151.996245195928,0.6033698849959883,AUNO
4037876.903303548,0,0,AUNZ
9862706.58718953,156.59282004870923,NA,AUOM
14890352.759284766,143.3610265111319,0.8321298029776233,AUPE
4459393.453476857,0,0,AUPH
9248972.791564014,152.64404428355306,0.848176874387091,AUPK
13878129.486053169,149.72593886723124,0.8471070696264598,AUPL
16233185.048005568,142.1286442918744,0.8577159668360523,AUPT
10612052.642821962,156.59282004870923,NA,AUQA
13501666.766654845,150.89471534217884,0.7723990371757155,AURO
13800167.93810345,NA,0.7687438709102256,AURS
9985563.5521149,118.52280309371879,0.7918338236605152,AURU
11164074.229802266,156.59282004870923,NA,AUSA
14011347.515209863,139.79488230792103,0.5828652937505572,AUSE
4463894.993735214,0,0,AUSG
14260270.030479966,149.86605120823214,0.7932602300080236,AUSI
13926203.726342468,NA,0.80770259427654445,AUSK
5852598.035863764,196.374499309317,0.8666310065079789,AUTH
12571089.448678102,169.3507760323158,0.905233128287421,AUTR
5659670.947965838,184.7160336687225,0.9096906481233842,AUTW
13015203.306640223,148.8808647331636,0.8524560934296158,AUUA
14822193.890350845,0,0,AUUS
5448646.098545735,188.3424006882271,0.9254702683426941,AUVN
10300916.850212919,0,0,AUZA
3973971.014736233,NA,NA,AEBA
12001227.125237998,NA,0.8178657395025407,ARBA
489548.5037812242,NA,0.8200053490238032,ATBA
14054060.36260236,NA,0.7687438709102256,AUBA
0,0,0,BABA
1268614.4443735094,NA,0.8457698136756708,BABE
593808.618516013,NA,0.42034412053133635,BABG
3564429.6597948233,NA,NA,BABH
9462922.277434176,NA,0.8422037978069002,BABR
1225660.777011767,NA,0.4916644379067487,BABY
6973026.719476243,NA,0.7687438709102256,BACA
823750.2526500169,NA,0.8200053490238032,BACH
12206122.388465207,NA,0.8178657395025407,BACL
9694899.285540838,NA,0.8178657395025407,BACO
648819.0385896562,NA,0.3897655344566283,BACZ
974210.5053930035,NA,0.8200053490238032,BADE
1420320.274812126,NA,0.8113577605420345,BADK
2239771.4568081894,NA,NA,BADZ
1733209.6065952384,NA,0.8633324418293662,BAEE
2207819.322389249,NA,NA,BAEG
1857528.7454580974,NA,0.8178657395025407,BAES
2257895.7904557437,NA,0.8011054649193189,BAFI
1256598.8793449842,NA,0.80770259427654445,BAFR
1913035.2099011648,NA,0.7687438709102256,BAGB
679309.6405201537,NA,0.8597664259605955,BAGR
NA,NA,0.7687438709102256,BAHK
210914.31411364413,0,0,BAHR
349489.2464088449,NA,0.8546848533475975,BAHU
11376083.30692501,NA,0.8676116608718908,BAID
2119708.313350314,NA,0.7687438709102256,BAIE
2047497.9467165857,NA,NA,BAIL
6043773.314289886,NA,0.8084157974502987,BAIN
2581267.927977763,NA,NA,BAIQ
433096.4717331481,NA,0.7955781403227243,BAIT
2168196.0771803665,NA,NA,BAJO
9258325.018113775,NA,0.9252919675492557,BAJP
8789953.60325152,NA,0.8922171703664081,BAKH
8555473.675480882,NA,0.8623517874654543,BAKR
3102972.972673528,NA,NA,BAKW
3824145.184494755,NA,0.8944459302843898,BAKZ
1378713.5246708253,NA,0.7984309530177409,BALT
1504873.9661060583,NA,NA,BALV
2407052.104600392,NA,NA,BAMA
432671.9473192068,NA,0.341267718641348,BAMK
10372084.798150318,NA,0.8178657395025407,BAMX
10195991.740347093,NA,NA,BAMY
1278077.6760728199,NA,0.8457698136756708,BANL
2040549.078144361,NA,0.8381920299545332,BANO
18091936.40437312,NA,0.7687438709102256,BANZ
4427992.882868693,NA,NA,BAOM
11097524.80105692,NA,0.8178657395025407,BAPE
10107083.029499216,NA,0.7687438709102256,BAPH
4805089.192946828,NA,0.8446108585183203,BAPK
877512.1137413057,NA,0.49211018989034505,BAPL
2195650.911607517,NA,0.8422037978069002,BAPT
3657335.900765556,NA,NA,BAQA
595390.2312842415,NA,0.7977177498439868,BARO
254550.40555602085,0,0,BARS
5479473.563700094,NA,0.5659267183738967,BARU
3256411.447876437,NA,NA,BASA
1984503.4344968386,NA,0.8011054649193189,BASE
9591029.775499795,NA,0.7687438709102256,BASG
305323.0986889006,NA,0.25283052509583664,BASI
507967.00343001436,NA,0.3647142729785147,BASK
8242526.909167575,NA,0.8854417402157438,BATH
1529824.147624851,NA,0.8801818668093073,BATR
9156609.234025855,NA,0.8915931175893733,BATW
1202709.9460154623,NA,0.5022733351163413,BAUA
8719991.535125189,NA,0.7687438709102256,BAUS
8771630.53378228,NA,0.892841223143443,BAVN
8307122.905265263,NA,0.7687438709102256,BAZA
5195094.4902239265,NA,NA,AEBE
11547547.337041954,NA,0.8307925470268342,ARBE
783305.8646434498,NA,0.5153784434340732,ATBE
14992917.632273003,NA,0.5849157528751002,AUBE
1268614.4443735094,NA,0.8457698136756708,BABE
0,0,0,BEBE
1810327.3418553753,NA,0.8184897922795756,BEBG
4793549.00647968,NA,NA,BEBH
8827331.054575933,NA,0.85557635731479,BEBR
1657464.2772013943,NA,0.823303913702416,BEBY
5780983.459696188,NA,0.5849157528751002,BECA
517243.57836183644,NA,0.5153784434340732,BECH
11604651.013748432,NA,0.8307925470268342,BECL
8692101.346899863,NA,0.8307925470268342,BECO
790792.6714623559,NA,0.8461264152625478,BECZ
459593.16382618586,NA,0.5153784434340732,BEDE
698909.5212347463,NA,0.6839618436302042,BEDK
2543190.6225712243,NA,NA,BEDZ
1663692.7210072696,NA,0.8672550592850138,BEEE
3443407.6554969735,NA,NA,BEEG
1356475.9988723886,NA,0.8307925470268342,BEES
1951601.7640960948,NA,0.6053311937238122,BEFI
557909.6528114681,NA,0.8549523045377553,BEFR
646942.2649891688,NA,0.5849157528751002,BEGB
1926586.4431890042,NA,0.8822323259338504,BEGR
NA,NA,0.5849157528751002,BEHK
1061846.593795227,NA,0.8457698136756708,BEHR
1242777.9939100705,NA,0.8854417402157438,BEHU
12254410.83051267,NA,0.9081750913791566,BEID
857353.8487555668,NA,0.5849157528751002,BEIE
3315624.6578286667,NA,NA,BEIL
7122171.166846012,NA,0.8291878398858875,BEIN
3796358.3559877626,NA,NA,BEIQ
1114410.2195054397,NA,0.7955781403227243,BEIT
3435339.630797339,NA,NA,BEJO
9374898.064626444,NA,0.8754568957831862,BEJP
9655098.289110504,NA,0.880092716412588,BEKH
8811207.351248858,NA,0.9221717036640813,BEKR
4324020.284379226,NA,NA,BEKW
4498388.197245952,NA,0.8677899616653294,BEKZ
1439538.1908817173,NA,0.8379245787643754,BELT
1529987.996265612,NA,NA,BELV
2223128.506731373,NA,NA,BEMA
1700793.0527864269,NA,0.8148346260140858,BEMK
9105534.359862415,NA,0.8307925470268342,BEMX
11084993.200152582,NA,NA,BEMY
221393.17823203315,0,0,BENL
1295472.596925483,NA,0.6111259695105643,BENO
18792488.443755355,NA,0.5849157528751002,BENZ
5649551.730228001,NA,NA,BEOM
10188593.832141144,NA,0.8307925470268342,BEPE
10750664.620382747,NA,0.5849157528751002,BEPH
5833296.549380039,NA,0.820272800213961,BEPK
1116056.138997855,NA,0.8472853704198984,BEPL
1570157.06811529,NA,0.85557635731479,BEPT
4885251.724888643,NA,NA,BEQA
1635493.4840060754,NA,0.8103771061781225,BERO
1484260.2539957836,NA,0.8457698136756708,BERS
5602162.208113121,NA,0.8378354283676562,BERU
4515759.468578913,NA,NA,BESA
1411267.4184808258,NA,0.6053311937238122,BESE
10587022.229030713,NA,0.5849157528751002,BESG
966798.8900430929,NA,0.8312382990104306,BESI
1138370.5986425763,NA,0.8404207898725149,BESK
9142855.09545084,NA,0.8717125791209771,BETH
2737472.3646134734,NA,0.8959614870286172,BETR
9677958.640731955,NA,0.9186948381920299,BETW
2005182.304869161,NA,0.8241954176696087,BEUA
7456955.425536193,NA,0.5849157528751002,BEUS
9566585.558604795,NA,0.908620843362753,BEVN
9254874.989239264,NA,0.5849157528751002,BEZA
3393739.599944321,102.73592321999153,NA,AEBG
12441528.929825982,156.8638769895623,0.8362307212267094,ARBG
1033471.4621679276,100.25135732772104,0.8210751537844343,ATBG
13468829.719410546,143.1037256022776,0.7995899081750913,AUBG
593808.618516013,NA,0.42034412053133635,BABG
1810327.3418553753,NA,0.8184897922795756,BEBG
0,0,0,BGBG
2987819.4694883083,102.73592321999153,NA,BGBH
9976396.164108247,113.02719854789927,0.8117143621289115,BGBR
1135136.4424116903,168.93767434410213,0.5511277525184987,BGBY
7378095.4402374495,143.1037256022776,0.7995899081750913,BGCA
1406920.4776599698,100.25135732772104,0.8210751537844343,BGCH
12693688.536165396,156.8638769895623,0.8362307212267094,BGCL
10282493.085696476,156.8638769895623,0.8362307212267094,BGCO
1072736.5092625872,NA,0.48239279664794504,BGCZ
1443061.7439197763,100.25135732772104,0.8210751537844343,BGDE
1800146.2907009807,140.6504708129605,0.8470179192297406,BGDK
2586338.650297414,102.73592321999153,NA,BGDZ
1782438.8766275204,NA,0.8864223945796559,BGEE
1837618.6971164627,102.73592321999153,NA,BGEG
2428490.9045907357,156.8638769895623,0.8362307212267094,BGES
2338578.2085966594,114.66553102239561,0.8254435232236783,BGFI
1849684.9827270943,NA,0.8172416867255059,BGFR
2439733.006438095,143.1037256022776,0.7995899081750913,BGGB
511572.96378251904,NA,0.8553980565213515,BGGR
NA,143.1037256022776,0.7995899081750913,BGHK
796461.5437066706,NA,0.42034412053133635,BGHR
594030.2539256527,153.24201751679274,0.8636890434162432,BGHU
10804865.95099044,167.15155111792592,0.8947133814745476,BGID
2667669.1244819337,143.1037256022776,0.7995899081750913,BGIE
1541988.6407173236,119.03480169057235,NA,BGIL
5452034.174482579,121.59262859897582,0.7938842827850584,BGIN
1996840.416482322,102.73592321999153,NA,BGIQ
991184.932839944,95.91707313991455,0.7788178657395025,BGIT
1652354.6951011193,102.73592321999153,NA,BGJO
8931239.021097897,174.56822572995108,0.9019345636088081,BGJP
8227540.125293556,131.00632403810067,0.8919497191762503,BGKH
8181966.779049002,163.78215772410226,0.87501114379959,BGKR
2521827.172883661,102.73592321999153,NA,BGKW
3356111.0745065883,102.82515966841646,0.8734064366586431,BGKZ
1448918.39547958,106.21426463246043,0.786039047873763,BGLT
1558472.87110583,119.43758108373346,NA,BGLV
2898101.959006687,102.73592321999153,NA,BGMA
278637.98617943365,99.64537013384053,0.28902558616385843,BGMK
10906087.158700973,156.8638769895623,0.8362307212267094,BGMX
9625489.412960159,NA,NA,BGMY
1778072.8694602249,NA,0.8184897922795756,BGNL
2333455.6986182136,111.10906393585151,0.8420254970134617,BGNO
17505268.775649317,143.1037256022776,0.7995899081750913,BGNZ
3848304.281445144,102.73592321999153,NA,BGOM
11668992.959693985,156.8638769895623,0.8362307212267094,BGPE
9593840.711464362,143.1037256022776,0.7995899081750913,BGPH
4221334.547176252,103.90052976694793,0.8142997236337702,BGPK
1069473.6228763466,100.81621648954061,0.5353481322991887,BGPL
2771133.1582599785,113.02719854789927,0.8117143621289115,BGPT
3080144.1761146495,102.73592321999153,NA,BGQA
333958.4723798205,101.1242433955046,0.7674957653561558,BGRO
341594.44838359853,NA,0.42034412053133635,BGRS
5203406.380294902,123.95096233172488,0.6247659802086118,BGRU
2710025.2027026787,102.73592321999153,NA,BGSA
2214991.8770653913,114.66553102239561,0.8254435232236783,BGSE
9004961.397686293,143.1037256022776,0.7995899081750913,BGSG
858183.5085332971,99.8376456121491,0.35874119639832397,BGSI
761056.9579395144,NA,0.4932691450476954,BGSK
7674316.528636448,166.34523001990092,0.908620843362753,BGTH
940003.720276705,136.3215112303404,0.861281982704823,BGTR
8685241.740040908,155.014293122935,0.8978336453597218,BGTW
858954.9495240013,99.80339463959928,0.5678880271017206,BGUA
9211921.123140119,143.1037256022776,0.7995899081750913,BGUS
8225126.053670061,164.98889180257362,0.9098689489168227,BGVN
8126966.200629367,143.1037256022776,0.7995899081750913,BGZA
417408.4100291023,0,0,AEBH
13764792.064401042,166.39748513958506,NA,ARBH
4021209.674713404,26.158017745560464,NA,ATBH
10703737.760017518,156.59282004870923,NA,AUBH
3564429.6597948233,NA,NA,BABH
4793549.00647968,NA,NA,BEBH
2987819.4694883083,102.73592321999153,NA,BGBH
0,0,0,BHBH
12046988.912613316,70.66751913990753,NA,BHBR
3540689.841694756,132.5023519190366,NA,BHBY
9987534.70324531,156.59282004870923,NA,BHCA
4387955.595505191,26.158017745560464,NA,BHCH
14332087.884751797,166.39748513958506,NA,BHCL
13004178.580569059,166.39748513958506,NA,BHCO
4025421.913748224,NA,NA,BHCZ
4396521.681281998,26.158017745560464,NA,BHDE
4651914.2146464875,98.38964110541342,NA,BHDK
4686862.076496064,0,0,BHDZ
4136224.2361191013,NA,NA,BHEE
2043083.5288241014,0,0,BHEG
5235463.787579948,166.39748513958506,NA,BHES
4585199.949939696,83.39008607952832,NA,BHFI
4808264.040022042,NA,NA,BHFR
5409089.942770941,156.59282004870923,NA,BHGB
3023587.5122485165,NA,NA,BHGR
NA,156.59282004870923,NA,BHHK
3774264.108434644,NA,NA,BHHR
3553616.8450127277,170.62496313754698,NA,BHHU
8239482.724571706,140.69020878687894,NA,BHID
5649324.435983326,156.59282004870923,NA,BHIE
1652503.3927858716,104.11151944570605,NA,BHIL
2790874.332627793,124.34005973780548,NA,BHIN
1001372.7145831604,0,0,BHIQ
3889221.2209343403,107.32403587910284,NA,BHIT
1522220.2386830968,0,0,BHJO
8146230.1726277135,153.20765594659073,NA,BHJP
5857079.208508387,92.14664619411559,NA,BHKH
7216950.194666073,141.63370671766592,NA,BHKR
474505.1888684088,0,0,BHKW
2886225.705908534,33.53410112144537,NA,BHKZ
3961672.784214758,68.25872295032516,NA,BHLT
4002463.8057626267,106.99838413284071,NA,BHLV
5386996.790794676,0,0,BHMA
3144575.6259050462,25.097341956893874,NA,BHMK
13829696.551945105,166.39748513958506,NA,BHMX
7108066.125813454,NA,NA,BHMY
4739713.931558947,NA,NA,BHNL
5002052.796040053,59.34987452786549,NA,BHNO
14633107.90100733,156.59282004870923,NA,BHNZ
865796.5281733823,0,0,BHOM
14144033.751850998,166.39748513958506,NA,BHPE
7556735.458765465,156.59282004870923,NA,BHPH
1964978.6619721423,39.749870088990654,NA,BHPK
3861866.348626683,63.2763644027041,NA,BHPL
5579118.493731488,70.66751913990753,NA,BHPT
93556.4720739206,0,0,BHQA
3171881.4324191553,30.524406736729144,NA,BHRO
3324103.032112768,NA,NA,BHRS
5322965.723188437,152.13440792344912,NA,BHRU
563664.880970431,0,0,BHSA
4793955.412976459,83.39008607952832,NA,BHSE
6323851.758145035,156.59282004870923,NA,BHSG
